source_id,stage,claim_supported,source_title,author_or_publication,source_type,primary_or_secondary,event_date,publication_date,access_date,url,archived_url,tier,evidence_class,confidence,independence_note,relevant_passage,notes
S1001,1,"The Web's actual state at launch: 12 dated listings for 2 to 30 August 1995 carrying 3,084 site entries; several commercial web bookstores ALREADY listed (Book Stacks Unlimited / books.com, The Bookstore at Houghton Mifflin, Putnam Berkley Bookstore Cafe, Shen's Books, Let There Be Books, Time Warner Electronic Publishing), which refutes priority; merchant-acquiring services listed ('Become a credit card merchant ... build an online form') and Sun's Internet Commerce Group, but NOT ONE card-security or crypto vendor, a real bound on the 1995 payments environment; and the documented negative that the page's only 'Amazon' is a Nissan Pathfinder entry about the Amazon RIVER",What's New With NCSA Mosaic: Archives for August 1995,"NCSA / GNN, mirrored at kitchencloset.com",Archived period directory,Primary,1995-08,1995-08,2026-09-23,https://www.kitchencloset.com/realstuff/ncsa/whats_new-archive/1995/whats-new-9508.html,"sources/ncsa-mosaic-whats-new_1995-08_kitchencloset.html (985,639 B)",1,CONTEMPORARY OBSERVATION (of the technology environment; FACT about its own contents),High (date and contents) / Medium (third-party mirror),"THE ONLY GENUINELY IN-WINDOW TECHNOLOGY ARTIFACT IN THE CORPUS and independent of Amazon and of every company account; but its silence about Amazon is a BOUND, not an appearance. Per COR-08 the only 'Amazon' on this page is the river, so NO dossier may cite it as an Amazon listing","What's New: August 1995 ... Wednesday, 2 August 1995","RESTORED 2026-09-23 (COR-07/COR-08). Both the positive finding (pre-existing commercial book sites, hence U.11) and the negative finding (no crypto or card-security vendor, hence U.23) are recorded so the 984 KB file is not re-mined"
S1002,1,What the browser client actually was in 1995-96 and therefore what a 1995 site could assume of its visitors: Mosaic as an Internet information browser and Web client running on three platforms,NCSA Mosaic Home Page,"National Center for Supercomputing Applications, University of Illinois",Archived company/project page,Primary for its own date,1995-1996,1996-12-20,2026-09-23,UNKNOWN,Wayback capture dated 1996-12-20,1,CONTEMPORARY OBSERVATION (technology environment),Medium,"Independent third-party artifact about client software, not about Amazon; capture date (December 1996) post-dates the page text, so the date basis is stated rather than assumed",NCSA Mosaic is an Internet information browser and World Wide Web client... NCSA Mosaic runs on three platforms.,"restoration pending - still missing, and NOT to be confused with a restored file. What is on disk is the NCSA Mosaic 'What's New' archive for August 1995, mirrored at kitchencloset.com (S1001). This row is the Mosaic HOME PAGE as captured 1996-12-20 - a different page, a different date, a different URL and a different document - and no such capture is in sources/. Matched on publication date and URL, not filename (the trap this pass was instructed to avoid). Original note text retained verbatim: post-boundary capture used only to characterise the browsing environment"
S1003,1,"Peri Hartman as lead-named inventor alongside Bezos, Shel Kaphan and Joel Spiegel, i.e. an undocumented probable Stage-1 engineer; and Kaphan's inventorship as the single non-recollection corroboration that he authored Amazon's ordering systems","US patent 5,960,411 (inventors including Jeffrey P. Bezos, Sheldon J. Kaphan, Joel Spiegel, Peri Hartman)",United States Patent and Trademark Office,Patent,Primary,1997-09-12,UNKNOWN,2026-09-23,UNKNOWN,UNKNOWN,1,FACT,Medium,"Registry-level corroboration INDEPENDENT of every interview and memoir, and the only non-recollection witness to who built the ordering system; it post-dates Stage 1 and so is a consequence, never a Stage-1 state cell",UNKNOWN,"patent number, filing date and inventor list recorded by dossier F (F-80, F-80a); no URL recorded in the harvest set. Hartman appears in no Stage-1 document and not in the S-1 officer list, which is a lead for the 1997-99 personnel work, not a finding about 1995"
S1201,1,G-15 and adversarial_review.md section 1 row E-12: this is one of the three named carriers of the barred '16 July 1995' first-sale day and of the 50-states launch framing that COR-09 forbids as Stage-1 fact; registered so the day-level launch leg of U.1 and U.2 has a citable bearer instead of an anonymous 'canon',"'Amazon at 20: a history of bestsellers, legal battles and Bezos' (timeline)","Mark Hooper, The Guardian",Retrospective newspaper timeline,Secondary,1994-1995,2014-07-21,2026-09-23,https://www.theguardian.com/technology/2014/jul/21/amazon-20-years-jeff-bezos-history-bestsellers-legal-battles,UNKNOWN,2,RETROSPECTIVE INTERPRETATION,Low,"DERIVATIVE of the company's own self-narrative lineage: its 1994-95 chronology is the S1710 (2007 IR timeline) / S0004 (HistoryLink 2025) / S0206 (Stone 2013) set recycled, so it adds a bearer of the folklore and not a second witness to the event. Never counts toward corroboration of U.1 or U.2",UNKNOWN,"restoration pending - no local copy in sources/. Registered from research/G_adversarial.md 'Sources consulted' and adversarial_review.md section 1 at the register completion pass of 2026-09-23. Dossier G tiered it T3; method sec.5 places a major newspaper at Tier 2, and its 2014 vintage (nineteen years after the window) caps every use. Post-IPO publication: never a Stage-1 cell"
S1202,1,"G-16 and G-28, and adversarial_review.md rows E-12 and E-28: the 2005 anniversary feature restates the 50-states/45-country claim as 'the first month' where the 1995 release said 'its first four weeks of operation', carries the 16 July 1995 day, and is the earliest retrieved carrier of 'Amazon was almost out of money when it received a $1 million infusion from mostly private investors'",Amazon at 10: Will it keep clicking?,The Seattle Times,Retrospective newspaper feature,Secondary,1995,2005-07-10,2026-09-23,https://www.seattletimes.com/business/amazon-at-10-will-it-keep-clicking/,UNKNOWN,2,RETROSPECTIVE INTERPRETATION,Low-Medium,"NOT independent of the company lineage: its 'first month' phrasing is a mutation of the S1701/S1702 release of 1995-10-04, and its 'almost out of money' line is Bezos's own retrospective framing later relayed at S0207. Ten tellings, one origin (method sec.3)",'The company shipped books to all 50 states and to 45 countries' (framed as 'In the first month'); 'Amazon was almost out of money when it received a $1 million infusion from mostly private investors.' (both as transcribed by dossier G),"restoration pending - this is `p.html`, named STILL-MISSING in COR-08 and in research/_EVIDENCE_CACHE.md: the URL is registered so the citation is locatable, but no local copy is in sources/, so the row cannot be re-verified. Registered at the completion pass of 2026-09-23 from research/G_adversarial.md"
S1203,1,"G-12: the acquisition table fixing CUC's purchase of Book Stacks Unlimited at 17 September 1996 for $4.85 million, which is the leg showing that the competitor Amazon named in its own competition disclosure was an acquired entity inside the stage window","Wikipedia, 'CUC International' (acquisition table)",Wikipedia contributors,Encyclopedia (tertiary),Tertiary,1996-09-17,UNKNOWN,2026-09-23,https://en.wikipedia.org/wiki/CUC_International,UNKNOWN,4,RETROSPECTIVE SUMMARY,Low-Medium (dossier G's own rating),"Tertiary aggregation downstream of the filings it cites: S0803 already names 'Book Stacks Unlimited, Inc., a subsidiary of CUC' without the price or date. This row adds one data point and no independent witness, and may not be counted as corroboration of S0803's competition disclosure","'September 17, 1996 ... $4.85MIL' (as transcribed by dossier G from the article's acquisition table)",restoration pending - no revision of the article is held in sources/. Registered from research/G_adversarial.md's source table at the completion pass of 2026-09-23. Event is post-boundary (1996-09-17): consequence column only
S1204,1,"G-15 and adversarial_review.md section 6 null N-8: the only retrieved carrier of the claim that Amazon's first book sale was on 3 April 1995, which could not be read (HTTP 403) and has no earlier traceable version",join1440 item on Amazon's 'first book' (headline only),join1440.com (writer not recorded),Web item (NOT READ),Secondary,1995-04-03,UNKNOWN,2026-09-23,UNKNOWN,UNKNOWN,4,UNKNOWN,UNKNOWN,"NO RESOLVABLE ORIGIN: the headline surfaced in search results and the page returned 403, so the item never testified to anything. Registered so the 3 April 1995 date is not later mistaken for a sourced claim - the dated April-1995 first-order story itself rests on the S0610/S0611 interview cycle (U.2)",UNKNOWN,"restoration pending - never retrieved (HTTP 403) and nothing in sources/. A dead end recorded in adversarial_review.md section 6 N-8 so the route is not re-run; no URL was recorded by dossier G, so no locator exists to match"
S1205,1,"G-06: the citation behind Wikipedia's version in which Bezos reached Washington and 'began to work on a business plan' there, i.e. the no-road-trip variant that competes with the in-car tellings of U.31 and the roadmap legend of U.7","Entrepreneur.com article of 10 October 2008, cited inside S1804",Entrepreneur.com (writer not recorded),"Business magazine web article (cited, never examined)",Secondary,1994,2008-10-10,UNKNOWN,UNKNOWN,UNKNOWN,3,UNKNOWN,UNKNOWN,"Putative ANCESTOR of one leg of S1804/S1802, but never examined: dossier G read only Wikipedia's paraphrase of it. Fourteen years after the event, so it cannot carry the 1994 chronology in either direction; U.31 and U.7 are adjudicated on the 1997 / 1999-2000 / 2013 tellings",UNKNOWN,"restoration pending - not retrieved, no URL recorded in dossier G. Registered at the completion pass of 2026-09-23 so the no-trip variant has a traceable origin instead of resting on an encyclopedia sentence; the method sec.5 Tier-4 chase duty stays open"
S1206,1,"G-17 and adversarial_review.md row E-15: the origin of the '$20,000 per week by month two' figure that S1804 reproduces, and of the 'first two months' restatement of the 50-states claim","Inc. article by Josh Spiro, undated, cited inside S1804","Josh Spiro, Inc. (cited by Wikipedia without a date)","Business magazine article (cited, never examined)",Secondary,1995,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3,UNKNOWN,UNKNOWN,"ANCESTOR of the S1804 sentence carrying the $20,000-a-week and 'two months' figures. Because it is undated and unread, the figures it supplies cannot be graded above UNKNOWN; the audited FY1995 total of $511,000 (about $21,000 a week averaged over the launch year) is what bounds them (U.9)",UNKNOWN,"restoration pending - never retrieved: no date, no URL, no copy. Registered at the completion pass of 2026-09-23. This row is the reason the $20,000-a-week figure has no resolvable origin; recorded as an open defect in 03_quality_control/amazon_s1_register_gap_report.md"
S1207,1,"G-31 (period trade press and the paid-advertising reading of traction, which also bears on G-33) and adversarial_review.md row R-8: the trade-press record behind the Publishers Weekly technology editor's judgement that paid advertising rather than web chatter was Amazon's differentiator, and behind the reported 1996 Amazon-Barnes & Noble co-operation talks that could rewrite the competitive end of Stage 1","Publishers Weekly, April 1997 (issue not retrieved)",Publishers Weekly,Trade periodical (NOT RETRIEVED),"Primary (would be, if retrieved)",1997-04,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3,UNKNOWN,UNKNOWN,"The technology-editor quotation reaches the corpus only inside S0202 (LA Times, 1997-07-20) and the co-operation-talks item only inside S0004 (HistoryLink 2025) citing S0206 (Stone 2013): this row is the ANCESTOR of both legs, and because neither has been read at source neither is corroborated. Paywalled throughout this project (context_appendices.md documented-gap 4)","'What Amazon.com did differently was to take out newspaper ads and start spreading money around.' (attributed to a Publishers Weekly technology editor, as quoted at S0202)","restoration pending - not retrievable in this project and never held. Registered at the completion pass of 2026-09-23 from research/G_adversarial.md 'Narrative notes' / 'Data gaps' and adversarial_review.md section 7 R-8. The lead stays open as research debt, not a finding (method sec.10)"
S1208,1,"adversarial_review.md row E-22 and null N-7, and U.28: the only document that could place MacKenzie Tuttle in the corporate record, since S0805 defers its Part III related-party disclosures to a proxy that is not on disk","Amazon.com, Inc. definitive proxy statement filed for the 1998 annual meeting (Part III 'Certain Transactions', incorporated by reference into S0805)","Amazon.com, Inc. (SEC)",SEC filing (NOT RETRIEVED),Primary,1998,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN,"Same registration-and-reporting lineage as S0801-S0805, so no content independence; its value is that it is the ONE filed document that could name a related party the 10-K405 declines to list. Until it is read, the U.28 null stays a silence and not a finding (RD-015)",UNKNOWN,"restoration pending - not retrieved; accession and URL not recorded in the harvest set, and sources/ holds only the four accessions restored on 2026-09-23. Registered at the completion pass of 2026-09-23 from adversarial_review.md section 6 N-7 and stage_1.md U.28. Follow-up: EDGAR CIK 0001018724, the definitive proxy filed for the 1998 annual meeting"
S1209,1,"adversarial_review.md null N-8 and the residual uncertainty at U.36: the 1993-95 Internet host-count series that would bound the 'how big was the online world' question, of which no capture exists before 2002-03-28",Network Wizards / Internet Systems Consortium host-count tables (earliest Wayback capture 2002-03-28),Network Wizards / ISC,Survey series (NOT CAPTURED IN WINDOW),"Primary (would be, if retrieved)",1993-1995,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3,UNKNOWN,UNKNOWN,"Independent of Amazon and of every filing, but unavailable for the window: the gap it would close at U.36 stays open, and the legs the corpus does hold (the S-1's IDC citation at S0801, the Netcraft censuses at S0406/S0407) all post-date Stage 1",UNKNOWN,restoration pending - no in-window capture exists to save. Registered at the completion pass of 2026-09-23 from adversarial_review.md section 6 N-8 and context_appendices.md documented-gap 2 so the route is not re-run. Do not substitute a later host count for a 1995 figure (method sec.6)
S1501,1,"The legal condition behind the site-selection story: Quill Corp. v. North Dakota (1992) settled the physical-presence rule for state sales-tax collection, which is the environment inside which Amazon's disclosed practice of collecting no sales tax outside Washington was meaningful","Quill Corp. v. North Dakota, 504 U.S. 298 (1992) (Cornell LII background page)","U.S. Supreme Court, reproduced by Cornell Legal Information Institute",Court record,Primary,1992-05,1992,2026-09-23,https://www.law.cornell.edu/background/internet/Quill.htm,UNKNOWN,1,FACT,Medium,"Primary law; the CAUSAL claim that this decision moved Bezos off Santa Cruz rests on S0206 (a 2013 retrospective) and on S0202's 1997 phrasing, not on any 1994 document, so the tax point is corroborated as a CONDITION and not as a motive (U.13)",UNKNOWN,citation inherited from dossier G's source list and not re-read by dossier H; use the govinfo or reporter route before quoting text
S1502,1,"The enactment date of 47 U.S.C. sec. 230, 1996-02-08, i.e. AFTER the Stage-1 endpoint, so no federal intermediary-liability shield existed for the reader-contributed reviews program while it was being built in 1995",47 U.S.C. sec. 230 (statutory credit line),Cornell Legal Information Institute reproduction of the U.S. Code,Statute,Primary,1996-02-08,1996-02-08,2026-09-23,https://www.law.cornell.edu/uscode/text/47/230,UNKNOWN,1,FACT,High,"Primary law, independent of the company; used only to date the legal environment, never to characterise Amazon's practice","as added Pub. L. 104-104, title V, sec. 509, Feb. 8, 1996, 110 Stat. 137","restoration pending - no local capture of the Cornell LII page for 47 U.S.C. sec. 230; the statutory credit line was read from the live page only. Original note text retained verbatim: (live page, no local capture)"
S1503,1,"That cryptographic commodities and software moved from the U.S. Munitions List to the Commerce Control List effective 1996-12-30 following the November 1996 directives, which bounds what encryption a 1995 US web merchant could license or deploy",Encryption Items Transferred From the U.S. Munitions List to the Commerce Control List,"Bureau of Export Administration, Commerce, Federal Register (govinfo)",Regulation,Primary,1996-12-30,1996-12-30,2026-09-23,https://www.govinfo.gov/content/pkg/FR-1996-12-30/html/96-33030.htm,UNKNOWN,1,FACT,High,"Primary regulation, independent of the company; read together with S1001's absence of any crypto vendor in August 1995 it bounds the 1995 payment-security environment (U.23)",UNKNOWN,"Route note recorded so nobody re-burns budget: federalregister.gov documents URLs 302 to unblock.federalregister.gov and yield nothing, so use the govinfo content/pkg/FR-date/html/doc.htm form. post-boundary: context, not Stage-1 fact"
S1504,1,"The closest dated public anchor for the Amazon name: application Serial No. 75008413 for the mark AMAZON filed 1995-10-23, i.e. nineteen days after the launch release, in Cl. 042 for a computerized on-line ordering service featuring the wholesale and retail distribution of books, on the Principal Register, registered as Reg. No. 2078496 on 1997-07-15, with no opposition and no cancellation in the file","USPTO TSDR status record, Serial No. 75008413, mark AMAZON, Reg. No. 2078496",United States Patent and Trademark Office,Trademark register,Primary,1995-10-23,2026-09-23,2026-09-23,https://tsdr.uspto.gov/statusview/sn75008413,UNKNOWN,1,FACT,High,"Registry record wholly independent of the company's own accounts and of every retrospective narrative; it dates the NAME's public claim, not the business",UNKNOWN,"restoration pending - no local capture of the TSDR status record for Serial No. 75008413. AUDIT 2 re-read the live record on 2026-09-24 and saved nothing, so the filing-identity match to sources/ cannot be made. Original note text retained verbatim: Post-2008 state Amazon laws, Wayfair and 2020+ suit notifications were examined only to be EXCLUDED as anachronisms"
S1505,1,"Documented null: the full text of the UNC Law Review note titled for Amazon.com v. New York State Department of Taxation and Finance could not be retrieved (HTTP 403), so the case name, date, court, docket and outcome are NOT asserted anywhere in Stage 1",Law review note on Amazon.com v. N.Y. State Dept. of Taxation and Finance (retrieval failed),North Carolina Law Review (via scholarship.law.unc.edu),Law review (NOT RETRIEVED),Secondary,UNKNOWN,UNKNOWN,2026-09-23,https://scholarship.law.unc.edu/cgi/viewcontent.cgi?article=4432&context=nclr,UNKNOWN,2,UNKNOWN,UNKNOWN,Nothing derives from it: the case name came from a search-result TITLE only. Recorded so the route is not re-run and so no later agent treats the title as a finding,UNKNOWN,"NOT EXAMINED. If the New York tax matter is needed, use a court-record route instead"
S1601,1,"The informed February-1995 sceptical consensus about the Web as a marketplace, i.e. the counterfactual belief system a rational 1995 observer actually held, against which the founding decision was made","Why the Web Won't Be Nirvana (Newsweek, Science section)","Clifford Stoll, Newsweek",Magazine column,Secondary,1995-02-26,1995-02-26,2026-09-23,UNKNOWN,UNKNOWN,2,CONTEMPORARY OBSERVATION,Medium,"Independent of Amazon and, crucially, IN-WINDOW: it is the best available evidence of contemporaneous expectations, not of Amazon's prospects. Hindsight firewall: its pessimism was as unjustified by 1995 data as the founder's optimism was","Too many connections, try again later.","restoration pending - no local copy and no URL recorded for the Stoll Newsweek column of 1995-02-26; only the dossier's quotation exists. Original note text retained verbatim: no URL recorded in the harvest set (dossier I quote). Used only for the state of opinion at the time, never for outcome (method sec.2)"
S1602,1,"Existence, issuing agency and July-1995 date of the NTIA Falling through the Net survey, i.e. the in-window federal statistical frame for household access","ERIC record ED399126, Falling through the Net: A Survey of the Have Nots in Rural and Urban America",ERIC / U.S. Department of Education (National Telecommunications and Information Administration),Bibliographic registry record,Primary,1995-07,1995-07,2026-09-23,UNKNOWN,UNKNOWN,1,FACT (existence and date),High (existence) / UNKNOWN (figures),Registry record of S1603's family; it establishes that a federal household survey existed in-window but carries no usable quantity because the report itself was not examined,Falling through the Net: A Survey of the 'Have Nots' in Rural and Urban America ... 1995-Jul,"restoration pending - no local copy of ERIC record ED399126 (a scanned PDF per context_appendices.md documented-gap 3); URL never recorded. Original note text retained verbatim: The record is a lead to the primary, not the primary: no figure in Stage 1 rests on it"
S1603,1,"The household-access baseline for the market case: personal-computer ownership in 24.1 percent of US households in 1994 (Census CPS basis), 36.6 percent in 1997 and 42.1 percent in 1999; household INTERNET access tracked only from 1997 at 18.6 percent, then 26.2 percent in 1998; the racial and rural-urban access gaps","Falling Through the Net, Part I: Household Access","National Telecommunications and Information Administration (NTIA), Commerce",Government statistical report,Primary (restating contemporaneous 1994 CPS data),1994,1999,2026-09-23,UNKNOWN,UNKNOWN,1,FACT,High,"ANCESTOR of every household-access statement in section H, and the reason the 1995 number must be labelled a PROXY: PC ownership is measured, household Internet access for 1995 simply is not comparably reportable","PC ownership is now at 42.1%, up from 24.1% in 1994 and 36.6% in 1997","A 1999 publication for a 1994 datum, so tag RETROSPECTIVE PUBLICATION of contemporaneous data. The circulating 6.8-percent-of-households-online-in-1994 figure is UNTRACEABLE and appears in this document nowhere (U.36)"
S1604,1,"The structure of the direct-mail precedent: mail order was the established American mechanism for buying sight-unseen and grew, per this source, more than 9.9 percent per year from 1990 to 1996 and was more than 3 percent of retail sales","SIC 5961 Catalog and Mail-Order Houses, Encyclopedia of American Trade Profiles",The Gale Group Inc.,Trade reference (retrospective),Secondary,1990-1996,2000,UNKNOWN,UNKNOWN,UNKNOWN,3,RETROSPECTIVE SOURCE,Low,"Independent of Amazon but basis-free on the headline quantity: the $211 billion 1990 mail-order figure is stated without a Census basis and is implausibly large against total US retail sales that year, so it is DISALLOWED",mail order sales grew at a rate of more than 9.9 percent per year,"publication window 2000-2003. Use the STRUCTURE only: the precedent may show the format was mass-scale, never size it (U.38). No in-window (1994-96) trade or government measurement of catalogue volume, catalogue dollars or return norms was retrieved"
S1605,1,"The 1994 monetary-policy turn as narrated at the time: the February 4, 1994 hike of 25 basis points to 3.25 percent, short rates described as abnormally low beforehand, and unemployment falling from 6.6 percent in January 1994 to 5.6 percent by early 1995","Shifting into Neutral, Economic Focus",Federal Reserve Bank of Richmond,Central-bank publication (retrospective article),Secondary,1994-95,2015-06,UNKNOWN,UNKNOWN,UNKNOWN,2,CONTEMPORARY OBSERVATION quoted from a RETROSPECTIVE article,Medium,"Secondary narrative layered over the same series that S1606 gives directly; it adds chronology, not corroboration, for the rate levels","on February 4, 1994, the rate increased by 25 basis points to 3.25 percent","2015 article, so tag RETROSPECTIVE SOURCE whenever used for a 1994 quote; the underlying series are contemporaneous"
S1606,1,"The financing-rate environment the startup borrowed into: the federal funds effective rate at 3.02 to 2.96 percent across 1993, 3.05 in January 1994 rising to 5.45 by December 1994, 5.98 in March 1995 and a 6.05 peak in April 1995, easing to 5.29 by December 1996","Federal Funds Effective Rate, monthly series",FRED / Board of Governors of the Federal Reserve System,Official statistical series,Primary,1993-01/1996-12,2026-09-24,2026-09-24,UNKNOWN,UNKNOWN,1,FACT,High,"Official series, wholly independent of the company; the macro backdrop for section K's personal-financing and borrowing facts, not evidence about Amazon",1994-01-01: 3.05 1994-02-01: 3.25 1994-05-01: 4.01 1994-11-01: 5.29 1994-12-01: 5.45,"series is continually updated; access date is the retrieval date, not the publication date of the data"
S1607,1,"Real GDP growth in 1995 by quarter, 1.4, 1.2, 3.5 and 2.7 percent annualised, the soft-landing backdrop to the launch year","Real Gross Domestic Product, quarterly percent change from prior quarter, annualised (series A191RL1Q225SBEA)",FRED / U.S. Bureau of Economic Analysis,Official statistical series,Primary,1995,2026-09-24,2026-09-24,UNKNOWN,UNKNOWN,1,FACT,High,Official series independent of the company; environment only,"1995: 1.4, 1.2, 3.5, 2.7",continually updated series; state the basis (annualised quarterly change) with any use
S1608,1,"Consumer-sentiment levels across the founding years: University of Michigan index 82.8 in 1993, 92.3 in 1994, 92.2 in 1995 and 95.3 in 1996",Consumer Sentiment (index UMCSENT),FRED / University of Michigan Survey Research Center,Official statistical series,Primary,1993-1996,2026-09-24,2026-09-24,UNKNOWN,UNKNOWN,1,FACT,High,"Independent survey series; demand-side context only, never a driver claim",UNKNOWN,continually updated series. No Stage-1 conclusion rests on it alone
S1609,1,"Consumer price inflation across the window, 3.0 percent in 1993, 2.6 percent in 1994, 2.8 percent in 1995 and 2.9 percent in 1996, the deflator basis for any real-dollar comparison",Consumer Price Index 1913-,Federal Reserve Bank of Minneapolis (from BLS CPI data),Statistical table,Primary,1993-1996,UNKNOWN,2026-09-24,UNKNOWN,UNKNOWN,1,FACT,Medium,"Independent official series; the 1994 reading conflicts with the 2.7 percent carried by another cited release in the same series family, which is a revision and rounding difference and is printed as a band rather than resolved (U.37)","1993: 3.0%, 1994: 2.6%, 1995: 2.8%, 1996: 2.9%",continually updated table with no single publication date; access date governs. Nominal-versus-real basis must be stated with any figure derived from it
S1610,1,"Documented nulls closing the 1995 access-cost question: the GAO, OECD-PDF and home.cern routes all failed, so household access COST and connection SPEED in 1995 remain UNKNOWN and no in-window ISP or modem survey was retrieved",Failed macro and infrastructure retrievals (GAO; OECD PDF; home.cern),Project retrieval log,Retrieval log / documented null,-,UNKNOWN,2026-09-23,2026-09-23,UNKNOWN,UNKNOWN,1,UNKNOWN,High (that the routes failed),Not a source of facts. Recorded so the routes are not re-run; a failed retrieval is not evidence that no data exists,UNKNOWN,the 1995 access-cost and speed figures stay UNKNOWN in section H rather than being filled from a later survey (U.36)
S1701,1,"The live site as the company described it three months after launch: http://www.amazon.com/; 'more than one million different titles'; the search engine as the core feature; online ordering with delivery by UPS or Airborne Express; 'discounts all but the most obscure titles 10-40 percent from the list price'; readers sharing thoughts on books; books shipped to all 50 states and more than 45 countries in the first four weeks; Netscape and Yahoo What's New / What's Cool listings; telephone and fax ordering channels; 'Earth's Biggest Bookstore'; the motto 'If it's in print, it's in stock'; Bezos titled President and NOT CEO; 'headquarters in Seattle'; and the only Bezos quotation dated inside Stage 1",World's Largest Bookseller Opens on the Web,"Amazon.com, Inc. (US Press Center)",Company press release,Primary (company self-description),1995-10,1995-10-04,2026-09-23,https://press.aboutamazon.com/1995/10/worlds-largest-bookseller-opens-on-the-web,UNKNOWN,1,FOUNDER CLAIM (contemporaneous but company-issued) / FACT that it was published,High,"THE ANCESTOR OF MOST IN-WINDOW PRODUCT CLAIMS: the one-million-titles, 10-40% discount, UPS/Airborne, 50-states/45-countries, four-weeks, channel-listing, telephone-ordering, reader-contribution and Bezos-quote claims are ALL one self-reported source and none is independently verified. S1702 is a reprint of this release, not a second witness","In just its first four weeks of operation, the company shipped books to customers in all 50 states and more than 45 countries.","restoration pending - the press release of 1995-10-04 is NOT in sources/. Only a summarised extract was captured, the HTML was never saved, and the scratch copy was destroyed (COR-08). AUDIT 2 re-read it live on press.aboutamazon.com on 2026-09-24 and recorded verbatim text but saved no file; RD-027 is the open re-save task. Not to be confused with S1702, the URLwire reprint, which is likewise uncaptured. Original note text retained verbatim: CITE AS 'press release, dated 1995-10-04 (indexed 1995-10-03)' per COR-11.4 (U.16). Only a summarised extract was captured, the HTML was never saved and the scratch copy was destroyed, so verbatim provenance is marginally weakened; re-pull before Stage 1 is finalised. Its President title independently corroborates S0805's dating of the CEO title"
S1702,1,"Nothing independently: the same launch release circulating on a newswire, and the archival chain by which it reaches us","URLwire news item 100495, 4 October 1995",URLwire (newswire distributor),Newswire reprint of a company release,Derivative,1995-10-04,1995-10-04,2026-09-23,https://web.archive.org/web/20120907020813/http://www.urlwire.com/news/100495.html,UNKNOWN,"1 (text) / 2 (archival chain), with a 2012-capture caveat",FACT (that the release circulated),Low,"DISCARD AS INDEPENDENT: DERIVATIVE OF S1701 - the headline is verbatim the company release's, so URLwire distributed the release and did not observe the site. Counting it alongside S1701 would double-register one claim",World's Largest Bookseller Opens on the Web,restoration pending - no local copy of the URLwire reprint capture (web.archive.org/web/20120907020813/http://www.urlwire.com/news/100495.html); only the earliest-capture date was recorded. Original note text retained verbatim: the earliest verified Wayback capture of the reprint is 2012-09-07
S1703,1,"The mid-window 1996 product enumeration: 'a catalogue of more than 1 million titles' (the figure to use for 1996, not the filings' 1997 2.5 million); easy online ordering; search and browse features, e-mail services, Web-based credit card payment and direct shipping; customers from more than 95 countries; and the statement that the site 'opened its virtual doors on the World Wide Web less than a year ago'","Shopping for Books on the Internet Isn't Just for Tech Buyers Anymore; Amazon.com, World's Largest Bookseller, Tracks Who's Buying Online","Amazon.com, Inc. (US Press Center)",Company press release,Primary,1996-06,1996-06-14,2026-09-23,https://press.aboutamazon.com/1996/6/shopping-for-books-on-the-internet-isnt-just-for-tech-buyers-anymore-amazon-com-worlds-largest-bookseller-tracks-whos-buying-online,UNKNOWN,1,COMPANY SELF-REPORT (contemporaneous for 1996),High,"One of only TWO documents carrying Bezos's contemporaneous words, and the sole mid-window statement of the 1996 feature set; ANCESTOR of the 1.1-million-title and 95-country claims. Post-boundary, so it is a consequence of the transition and may not be back-projected into Stage-1 state","Amazon.com Books ... which opened its virtual doors on the World Wide Web less than a year ago, offers a catalogue of more than 1 million titles and easy online ordering.","restoration pending - the 1996-06-14 release is NOT in sources/ (summarised extract only); re-read live by AUDIT 2 with no file saved, per RD-027. Original note text retained verbatim: (summarised extract only); indexed 1996-06-13 and datelined 1996-06-14, cite the dateline; the 'less than a year ago' formula is itself company evidence AGAINST a July-1995 public-launch reading (U.1)"
S1704,1,"Documented lead only: a claimed October 1996 Fast Company piece on online bookselling, traced solely to a blog post, which has never been located in the magazine","Claimed Fast Company piece, October 1996 (not located)",Fast Company (claimed),Periodical (NOT LOCATED),Secondary,1996-10,1996-10,UNKNOWN,UNKNOWN,UNKNOWN,4,UNKNOWN,UNKNOWN,"DERIVATIVE LEAD: traced only to a Tier-4 blog post naming it; the underlying magazine text was never seen, so it carries no fact",UNKNOWN,"restoration pending - not located at all: the claimed October-1996 Fast Company piece has never been seen in the magazine or in any archive, so there is nothing in sources/ to match. Original note text retained verbatim: locate in the magazine or discard (method sec.14 Tier-4 duty)"
